Date,Oil,SP500,NASDAQ
2020-01-02,100.0,100.0,100.0
2020-01-03,103.54716750810731,99.29401294379547,99.21448083396605
2020-01-06,104.0150998673349,99.6448557173426,99.77210438688851
2020-01-07,103.04905153670401,99.36552740623347,99.74032273361314
2020-01-08,98.77736217570755,99.85266207209538,100.40749041690246
2020-01-09,98.67170225899174,100.51720776004234,101.22345939268149
2020-01-10,98.0830239349941,100.23021317050147,100.95323478478859
2020-01-13,96.9056557709316,100.92944071238985,101.99885010348102
2020-01-14,97.34339300191628,100.77657976669035,101.75028943430269
2020-01-15,96.60377358490567,100.9650518122018,101.83134929819902
2020-01-16,97.53962678729363,101.8097812720087,102.91392327485718
2020-01-17,97.88679014961674,102.20298716576562,103.26378997772707
2020-01-21,97.49433409492924,101.93194712830802,103.0643786310861
2020-01-22,95.41131937278891,101.96141321510528,103.2069181108487
2020-01-23,93.64528440079599,102.07774880295896,103.4127094176267
2020-01-24,91.60754509691921,101.1547453663979,102.44957173174996
2020-01-27,89.53962218086674,99.56350923408108,100.51823750271605
2020-01-28,89.82641256080484,100.56447939674558,101.95210669183707
2020-01-29,90.27924735591097,100.47730264503842,102.01238335225662
2020-01-30,87.98490704230542,100.79223456204119,102.27381134844539
2020-01-31,87.78867901496167,99.00762536163776,100.64615892566626
2020-02-03,82.18868039688974,99.72588745603505,101.9930286583728
2020-02-04,81.44905522184553,101.2198225530071,104.1329897320234
2020-02-05,83.44150759139151,102.35860587340343,104.58073619369645
2020-02-06,82.9132080078125,102.69901711266223,105.278815535697
2020-02-07,82.21886976709905,102.14435474890354,104.71084871406748
2020-02-10,80.40754786077535,102.89270492531786,105.89736018945688
2020-02-11,81.524525768352,103.0664364335124,106.01340242737076
2020-02-12,84.21132213664505,103.732518374713,106.97048237331938
2020-02-13,85.04150966428361,103.56338813236118,106.81661148287567
2020-02-14,86.52075425633844,103.7543106891602,107.02789127387933
2020-02-18,87.16981132075472,103.45135405361778,107.04505487034236
2020-02-19,89.2377342368072,103.93817397491065,107.97375795655677
2020-02-20,89.52453037477889,103.54159581791397,107.24555102502006
2020-02-21,88.30188679245283,102.45253464550844,105.32764263802545
2020-02-24,84.98113092386498,99.01897864787831,101.41978816599024
2020-02-25,82.94339737802183,96.02068441356417,98.60781536524252
2020-02-26,80.64905706441627,95.6578663585567,98.774660989433
2020-02-27,78.76226461158609,91.43330480148836,94.2180053860182
2020-02-28,76.25660446454894,90.68004610858058,94.22779013969642
2020-03-02,78.33962494472287,94.85488551765815,98.45999147405328
2020-03-03,78.27924620430424,92.18871424895127,95.51152619279746
2020-03-04,77.17736010281546,96.07931683042627,99.18500842552143
2020-03-05,75.45660630711969,92.82010684229213,96.11094170681977
2020-03-06,68.33207616266215,91.23716647754514,94.31852735053467
2020-03-09,51.86415186468161,84.30590654154621,87.44515677785375
2020-03-10,56.18113391804245,88.47030692241711,91.77381473175758
2020-03-11,54.022642891362025,84.146900582832,87.46022057262182
2020-03-12,50.143398068985846,76.1434632723813,79.20863361124111
2020-03-13,51.094337319428064,83.21500186523627,86.61147106091971
2020-03-16,45.35848941443101,73.24247007341192,75.93978477623364
2020-03-17,43.366037044885026,77.63371136154454,80.67120725064211
2020-03-18,37.55471571436468,73.60989688818039,76.87740262156214
2020-03-19,42.97358386921432,73.95643815261724,78.64529601994673
2020-03-20,40.72452761092276,70.74972306224883,75.66405557310463
2020-03-23,40.80000103644605,68.67719002643405,75.45673372033413
2020-03-24,40.981131499668344,75.12101553983864,81.58495931916158
2020-03-25,41.34339530512972,75.98753731409275,81.215850699481
2020-03-26,39.758490796359084,80.73023587707397,85.76085267200571
2020-03-27,37.63018913988797,78.01064795864916,82.5145485109506
2020-03-30,34.3547173266141,80.62525357546083,85.50359742752273
2020-03-31,34.32452795640478,79.33422381066644,84.689164368073
2020-04-01,37.34339588093308,75.83221836318735,80.95497047764742
2020-04-02,45.19245363631338,77.56341840779116,82.34880380580734
2020-04-03,51.48679337411557,76.38933123823361,81.09245110012961
2020-04-06,49.88679130122347,81.76189363522035,87.03337546183553
2020-04-07,48.10566164412589,81.63082500396803,86.74763058054522
2020-04-08,49.56981155107606,84.41088134924102,88.98735640122129
2020-04-09,47.51698044111144,85.63377640875548,89.67674116791721
2020-04-13,47.90943361678213,84.768476143186,90.10391923958608
2020-04-14,44.67924585882223,87.36006793686583,93.65994146547685
2020-04-15,41.79622722121905,85.43548733025713,92.31196544338628
2020-04-16,41.992452369545994,85.93243902910594,93.84273699001
2020-04-17,42.38490554521668,88.23487798477146,95.13812667400111
2020-04-20,38.596225954451654,86.65714589325033,94.1547642996764
2020-04-21,29.177358375405362,83.99895564754424,90.8827254846004
2020-04-22,30.747171078088147,85.92507250740663,93.43600916093536
2020-04-23,32.19622629993366,85.87872262265557,93.42908142644308
2020-04-24,32.3622649570681,87.07398760535887,94.96632959926654
2020-04-27,30.173584560178362,88.35520033716637,96.01822821203335
2020-04-28,30.88301748599646,87.8920087403068,94.6716914402094
2020-04-29,34.022642891362025,90.22852254253061,98.0479899742256
2020-04-30,38.14339691737913,89.39729712351941,97.77126725878568
2020-05-01,39.909434768388856,86.88889531700549,94.64111274238076
2020-05-04,41.05660492519163,87.25815814176005,95.80430621531634
2020-05-05,46.747168774874694,88.04702044056147,96.88666537850187
2020-05-06,44.86037632204451,87.43250415125605,97.38456004536002
2020-05-07,44.46792314637382,88.43838283041397,98.76234143677777
2020-05-08,46.747168774874694,89.93047442348163,100.32038355375165
2020-05-11,44.7245270351194,89.94244221102365,101.10148830292309
2020-05-12,45.25282949771521,88.09859358637497,99.01409208602463
2020-05-13,44.06037816461527,86.5601521085563,97.48112944198012
2020-05-14,46.988677978515625,87.55774251406271,98.36705242512059
2020-05-15,49.056603773584904,87.90152601656126,99.14618089034384
2020-05-18,52.5433982993072,90.67052883232613,101.5688150126262
2020-05-19,52.301889095666276,89.7199028128722,101.02185694861974
2020-05-20,53.9622641509434,91.21383790984426,103.11904865987005
2020-05-21,54.430190752137385,90.50477834713239,102.11928527691015
2020-05-22,53.02641670658903,90.71780046902937,102.5560332887846
2020-05-26,54.596223651238205,91.83264821434165,102.72793777025548
2020-05-27,52.43773838259139,93.19427818354015,103.5213728127558
2020-05-28,53.26792591022995,92.99783260894621,103.04436875611079
2020-05-29,53.32830465064858,93.44536941045494,104.37386007888165
2020-06-01,57.84150897331958,93.79590493335134,105.05774025034147
2020-06-02,59.72830142614976,94.56604742421288,105.67728378674907
2020-06-03,60.06037874041863,95.85677743227484,106.49700125762547
2020-06-04,60.362266684478186,95.53386449227129,105.75899883173693
2020-06-05,63.84905545216686,98.03796478967493,107.93966705845064
